date,open,high,low,close,adj close,volume
1962-04-06,0.000000,0.226273,0.222801,0.222801,0.069472,216000
1962-04-09,0.000000,0.222222,0.222222,0.222222,0.069291,86400
1962-04-10,0.000000,0.222512,0.219907,0.219907,0.068569,345600
1962-04-11,0.000000,0.223380,0.221065,0.221065,0.068930,216000
1962-04-12,0.000000,0.218750,0.215278,0.215278,0.067126,302400
1962-04-13,0.000000,0.220486,0.215278,0.219329,0.068389,259200
1962-04-16,0.000000,0.218750,0.218750,0.218750,0.068208,43200
1962-04-17,0.000000,0.218750,0.217593,0.218750,0.068208,0
1962-04-18,0.000000,0.217593,0.217593,0.217593,0.067848,43200
1962-04-19,0.000000,0.218750,0.217593,0.218750,0.068208,172800
1962-04-23,0.000000,0.218171,0.217593,0.218171,0.068028,86400
1962-04-24,0.000000,0.216435,0.215278,0.215278,0.067126,129600
1962-04-25,0.000000,0.216435,0.214699,0.214699,0.066945,388800
1962-04-26,0.000000,0.214120,0.210648,0.210648,0.065682,302400
1962-04-27,0.000000,0.211806,0.207176,0.207176,0.064600,172800
1962-04-30,0.000000,0.208333,0.199074,0.199074,0.062073,432000
1962-05-01,0.000000,0.207176,0.199653,0.207176,0.064600,475200
1962-05-02,0.000000,0.210069,0.207755,0.208912,0.065141,475200
1962-05-03,0.000000,0.210069,0.210069,0.210069,0.065502,129600
1962-05-04,0.000000,0.212384,0.211227,0.212384,0.066223,345600
1962-05-07,0.000000,0.213542,0.211806,0.212963,0.066404,129600
1962-05-08,0.000000,0.214120,0.211227,0.211227,0.065863,259200
1962-05-09,0.000000,0.210069,0.210069,0.210069,0.065502,43200
1962-05-10,0.000000,0.206597,0.203704,0.205440,0.064058,259200
1962-05-11,0.000000,0.206597,0.203704,0.203704,0.063517,259200
1962-05-14,0.000000,0.204861,0.201968,0.204861,0.063878,518400
1962-05-15,0.000000,0.210648,0.207755,0.207755,0.064780,302400
1962-05-16,0.000000,0.207176,0.207176,0.207176,0.064600,43200
1962-05-17,0.000000,0.210648,0.208333,0.208333,0.064960,216000
1962-05-18,0.000000,0.207755,0.204861,0.204861,0.063878,259200
1962-05-21,0.000000,0.203704,0.202546,0.202546,0.063156,259200
1962-05-22,0.000000,0.204861,0.200231,0.200231,0.062613,432000
1962-05-23,0.000000,0.199653,0.194444,0.194444,0.060803,950400
1962-05-24,0.000000,0.194734,0.190394,0.192419,0.060170,1252800
1962-05-25,0.000000,0.192130,0.178241,0.180556,0.056461,907200
1962-05-28,0.000000,0.178819,0.164931,0.164931,0.051575,734400
1962-05-29,0.000000,0.174190,0.159722,0.173611,0.054289,1728000
1962-05-31,0.000000,0.185185,0.182870,0.182870,0.057184,1209600
1962-06-01,0.000000,0.185185,0.180556,0.185185,0.057908,648000
1962-06-04,0.000000,0.182870,0.175926,0.178241,0.055737,388800
1962-06-05,0.000000,0.177083,0.173611,0.173900,0.054379,777600
1962-06-06,0.000000,0.176505,0.173611,0.176505,0.055194,388800
1962-06-07,0.000000,0.178241,0.174769,0.177083,0.055375,259200
1962-06-08,0.000000,0.179398,0.177083,0.177662,0.055556,259200
1962-06-11,0.000000,0.178241,0.176505,0.176505,0.055194,172800
1962-06-12,0.000000,0.173611,0.165509,0.165509,0.051755,432000
1962-06-13,0.000000,0.167824,0.159722,0.159722,0.049946,864000
1962-06-14,0.000000,0.159144,0.151042,0.152199,0.047593,1036800
1962-06-15,0.000000,0.168981,0.152199,0.168981,0.052841,1468800
1962-06-18,0.000000,0.171296,0.164931,0.165509,0.051755,734400
1962-06-19,0.000000,0.163194,0.162037,0.162037,0.050670,172800
1962-06-20,0.000000,0.168981,0.160880,0.166667,0.052117,388800
1962-06-21,0.000000,0.163194,0.158565,0.159722,0.049946,604800
1962-06-22,0.000000,0.163194,0.160301,0.160590,0.050217,950400
1962-06-25,0.000000,0.165509,0.159144,0.165509,0.051755,1382400
1962-06-26,0.000000,0.170139,0.164931,0.164931,0.051575,734400
1962-06-27,0.000000,0.165509,0.162037,0.162037,0.050670,648000
1962-06-28,0.000000,0.170139,0.162037,0.170139,0.053203,864000
1962-06-29,0.000000,0.182292,0.174190,0.179688,0.056189,734400
1962-07-02,0.000000,0.182292,0.176505,0.182292,0.057003,7387200
1962-07-03,0.000000,0.181713,0.178241,0.181713,0.056822,604800
1962-07-05,0.000000,0.182292,0.179398,0.182292,0.057003,259200
1962-07-06,0.000000,0.180556,0.174769,0.174769,0.054651,302400
1962-07-09,0.000000,0.177083,0.177083,0.177083,0.055375,43200
1962-07-10,0.000000,0.184028,0.178241,0.178241,0.055737,993600
1962-07-11,0.000000,0.175926,0.172454,0.174190,0.054470,820800
1962-07-12,0.000000,0.181134,0.175926,0.178819,0.055917,561600
1962-07-13,0.000000,0.181134,0.175926,0.181134,0.056641,432000
1962-07-16,0.000000,0.178819,0.177662,0.177662,0.055556,259200
1962-07-17,0.000000,0.177662,0.177662,0.177662,0.055556,129600
1962-07-18,0.000000,0.175347,0.174190,0.174190,0.054470,172800
1962-07-19,0.000000,0.173611,0.172454,0.172454,0.053927,86400
1962-07-20,0.000000,0.173032,0.172454,0.172454,0.053927,216000
1962-07-23,0.000000,0.173032,0.170718,0.170718,0.053384,172800
1962-07-24,0.000000,0.170139,0.163194,0.163194,0.051031,561600
1962-07-25,0.000000,0.172454,0.164352,0.164352,0.051394,172800
1962-07-26,0.000000,0.169560,0.166088,0.169560,0.053022,345600
1962-07-27,0.000000,0.170139,0.168981,0.169560,0.053022,518400
1962-07-30,0.000000,0.168981,0.167824,0.168981,0.052841,129600
1962-07-31,0.000000,0.172743,0.171296,0.172743,0.054017,388800
1962-08-01,0.000000,0.174190,0.172454,0.172454,0.053927,518400
1962-08-02,0.000000,0.173611,0.172454,0.172454,0.053927,86400
1962-08-03,0.000000,0.171875,0.165509,0.165509,0.051755,475200
1962-08-06,0.000000,0.164352,0.162037,0.164352,0.051394,388800
1962-08-07,0.000000,0.162616,0.162037,0.162616,0.050851,129600
1962-08-08,0.000000,0.170139,0.164931,0.168981,0.052841,604800
1962-08-09,0.000000,0.170718,0.168981,0.168981,0.052841,259200
1962-08-10,0.000000,0.173611,0.168981,0.170139,0.053203,1036800
1962-08-13,0.000000,0.170718,0.168981,0.168981,0.052841,172800
1962-08-14,0.000000,0.168981,0.167245,0.167245,0.052298,172800
1962-08-15,0.000000,0.170139,0.168981,0.170139,0.053203,86400
1962-08-16,0.000000,0.168981,0.168692,0.168981,0.052841,129600
1962-08-17,0.000000,0.169560,0.168981,0.169560,0.053022,86400
1962-08-20,0.000000,0.170139,0.168403,0.168403,0.052660,259200
1962-08-21,0.000000,0.168981,0.166667,0.166667,0.052297,129600
1962-08-22,0.000000,0.169560,0.166088,0.169560,0.053205,302400
1962-08-23,0.000000,0.168981,0.167245,0.168981,0.053023,216000
1962-08-24,0.000000,0.168403,0.167245,0.167245,0.052479,129600
1962-08-27,0.000000,0.166667,0.163194,0.163194,0.051208,518400
1962-08-28,0.000000,0.162616,0.162037,0.162616,0.051026,172800
1962-08-29,0.000000,0.162326,0.162326,0.162326,0.050935,43200
1962-08-30,0.000000,0.163773,0.162326,0.162326,0.050935,259200
1962-08-31,0.000000,0.163773,0.163194,0.163773,0.051389,86400
1962-09-04,0.000000,0.166667,0.163773,0.164352,0.051571,432000
1962-09-05,0.000000,0.163773,0.162037,0.162037,0.050844,388800
1962-09-06,0.000000,0.163773,0.162326,0.163773,0.051389,129600
1962-09-07,0.000000,0.163773,0.163194,0.163773,0.051389,172800
1962-09-10,0.000000,0.164352,0.160301,0.164352,0.051571,518400
1962-09-11,0.000000,0.162616,0.162037,0.162037,0.050844,216000
1962-09-12,0.000000,0.164931,0.162037,0.164931,0.051752,604800
1962-09-13,0.000000,0.163194,0.163194,0.163194,0.051208,43200
1962-09-14,0.000000,0.164352,0.163194,0.163194,0.051208,216000
1962-09-17,0.000000,0.162616,0.162037,0.162326,0.050935,475200
1962-09-18,0.000000,0.163194,0.162037,0.163194,0.051208,129600
1962-09-19,0.000000,0.166088,0.162037,0.166088,0.052116,388800
1962-09-20,0.000000,0.166088,0.164352,0.166088,0.052116,172800
1962-09-21,0.000000,0.165509,0.164352,0.164352,0.051571,432000
1962-09-24,0.000000,0.164063,0.162037,0.162326,0.050935,388800
1962-09-25,0.000000,0.162616,0.160880,0.162616,0.051026,216000
1962-09-26,0.000000,0.160880,0.160012,0.160012,0.050209,129600
1962-09-27,0.000000,0.159722,0.157407,0.157407,0.049392,302400
1962-09-28,0.000000,0.159144,0.157407,0.159144,0.049937,0
1962-10-01,0.000000,0.157407,0.157407,0.157407,0.049392,259200
1962-10-02,0.000000,0.157986,0.157986,0.157986,0.049573,129600
1962-10-03,0.000000,0.158565,0.158565,0.158565,0.049755,43200
1962-10-04,0.000000,0.159722,0.158565,0.159144,0.049937,129600
1962-10-05,0.000000,0.160590,0.157986,0.157986,0.049573,172800
1962-10-08,0.000000,0.158565,0.158565,0.158565,0.049755,43200
1962-10-09,0.000000,0.160590,0.157986,0.160590,0.050390,216000
1962-10-10,0.000000,0.160880,0.159722,0.159722,0.050118,129600
1962-10-11,0.000000,0.159144,0.157407,0.157407,0.049392,345600
1962-10-12,0.000000,0.158565,0.157697,0.158565,0.049755,129600
1962-10-15,0.000000,0.158565,0.158565,0.158565,0.049755,0
1962-10-16,0.000000,0.159722,0.158565,0.159144,0.049937,475200
1962-10-17,0.000000,0.159144,0.158565,0.158565,0.049755,216000
1962-10-18,0.000000,0.157986,0.157986,0.157986,0.049573,129600
1962-10-19,0.000000,0.157407,0.152199,0.152778,0.047939,777600
1962-10-22,0.000000,0.150463,0.148148,0.149884,0.047031,388800
1962-10-23,0.000000,0.148727,0.142361,0.142361,0.044670,604800
1962-10-24,0.000000,0.148148,0.142361,0.148148,0.046486,259200
1962-10-25,0.000000,0.146991,0.146412,0.146991,0.046123,86400
1962-10-26,0.000000,0.148148,0.148148,0.148148,0.046486,172800
1962-10-29,0.000000,0.152778,0.151620,0.152778,0.047939,302400
1962-10-30,0.000000,0.157697,0.154514,0.157697,0.049483,216000
1962-10-31,0.000000,0.160301,0.157407,0.157407,0.049392,518400
1962-11-01,0.000000,0.157407,0.155093,0.157407,0.049392,172800
1962-11-02,0.000000,0.159722,0.158565,0.159722,0.050118,518400
1962-11-05,0.000000,0.160880,0.158565,0.158565,0.049755,216000
1962-11-07,0.000000,0.159722,0.156250,0.156250,0.049029,388800
1962-11-08,0.000000,0.160301,0.156250,0.160301,0.050300,691200
1962-11-09,0.000000,0.161458,0.161458,0.161458,0.050663,43200
1962-11-12,0.000000,0.163194,0.162037,0.163194,0.051208,475200
1962-11-13,0.000000,0.167245,0.164352,0.164352,0.051571,1209600
1962-11-14,0.000000,0.164352,0.164352,0.164352,0.051571,691200
1962-11-15,0.000000,0.163194,0.160880,0.160880,0.050481,388800
1962-11-16,0.000000,0.160012,0.158565,0.160012,0.050209,302400
1962-11-19,0.000000,0.160590,0.160301,0.160590,0.050390,216000
1962-11-20,0.000000,0.160880,0.160880,0.160880,0.050481,129600
1962-11-21,0.000000,0.161748,0.159144,0.161748,0.050937,475200
1962-11-23,0.000000,0.163773,0.160012,0.162616,0.051210,345600
1962-11-26,0.000000,0.167245,0.163194,0.166667,0.052486,1252800
1962-11-27,0.000000,0.168981,0.167824,0.168981,0.053215,691200
1962-11-28,0.000000,0.175347,0.168403,0.174190,0.054855,907200
1962-11-29,0.000000,0.174769,0.171875,0.173611,0.054673,561600
1962-11-30,0.000000,0.173611,0.171875,0.173611,0.054673,864000
1962-12-03,0.000000,0.173032,0.170718,0.170718,0.053762,432000
1962-12-04,0.000000,0.172454,0.170718,0.171875,0.054126,216000
1962-12-05,0.000000,0.174479,0.171875,0.171875,0.054126,475200
1962-12-06,0.000000,0.173032,0.171296,0.172454,0.054309,388800
1962-12-07,0.000000,0.174769,0.171875,0.174769,0.055038,388800
1962-12-10,0.000000,0.175347,0.172454,0.172454,0.054309,302400
1962-12-11,0.000000,0.171296,0.171296,0.171296,0.053944,302400
1962-12-12,0.000000,0.173611,0.172454,0.173032,0.054491,518400
1962-12-13,0.000000,0.171875,0.171296,0.171296,0.053944,432000
1962-12-14,0.000000,0.173611,0.171296,0.173611,0.054673,561600
1962-12-17,0.000000,0.173611,0.171296,0.171296,0.053944,561600
1962-12-18,0.000000,0.171296,0.169560,0.170718,0.053762,691200
1962-12-19,0.000000,0.173611,0.169560,0.173611,0.054673,518400
1962-12-20,0.000000,0.173322,0.171875,0.173322,0.054582,216000
1962-12-21,0.000000,0.173611,0.171296,0.171296,0.053944,259200
1962-12-24,0.000000,0.171875,0.171296,0.171875,0.054126,259200
1962-12-26,0.000000,0.173611,0.171875,0.171875,0.054126,388800
1962-12-27,0.000000,0.173322,0.171875,0.172454,0.054309,259200
1962-12-28,0.000000,0.173032,0.171296,0.173032,0.054491,604800
1962-12-31,0.000000,0.171875,0.169560,0.169560,0.053397,216000
1963-01-02,0.000000,0.173032,0.170139,0.173032,0.054491,518400
1963-01-03,0.000000,0.172454,0.170718,0.171875,0.054126,777600
1963-01-04,0.000000,0.177662,0.173322,0.177662,0.055949,648000
1963-01-07,0.000000,0.179398,0.177662,0.179398,0.056495,345600
1963-01-08,0.000000,0.180556,0.178241,0.178241,0.056131,518400
1963-01-09,0.000000,0.179398,0.178241,0.178241,0.056131,302400
1963-01-10,0.000000,0.178241,0.177083,0.177083,0.055766,216000
1963-01-11,0.000000,0.178241,0.175926,0.178241,0.056131,518400
1963-01-14,0.000000,0.179398,0.178241,0.178241,0.056131,259200
1963-01-15,0.000000,0.178241,0.177662,0.177662,0.055949,302400
1963-01-16,0.000000,0.179109,0.178241,0.178241,0.056131,345600
1963-01-17,0.000000,0.179398,0.178241,0.178241,0.056131,604800
1963-01-18,0.000000,0.181134,0.178819,0.179398,0.056495,345600
1963-01-21,0.000000,0.181134,0.179398,0.181134,0.057042,388800
1963-01-22,0.000000,0.181134,0.179977,0.180266,0.056769,561600
1963-01-23,0.000000,0.181713,0.180556,0.181713,0.057224,432000
1963-01-24,0.000000,0.186921,0.181713,0.186921,0.058864,1339200
1963-01-25,0.000000,0.189525,0.183449,0.183449,0.057771,1339200
1963-01-28,0.000000,0.188079,0.184606,0.187500,0.059047,691200
1963-01-29,0.000000,0.188657,0.186921,0.187500,0.059047,432000
1963-01-30,0.000000,0.188079,0.187500,0.187500,0.059047,86400
1963-01-31,0.000000,0.188079,0.186343,0.186921,0.058864,388800
1963-02-01,0.000000,0.189236,0.187500,0.188079,0.059229,604800
1963-02-04,0.000000,0.189236,0.189236,0.189236,0.059593,86400
1963-02-05,0.000000,0.188657,0.187500,0.187500,0.059047,216000
1963-02-06,0.000000,0.189815,0.188657,0.189815,0.059776,518400
1963-02-07,0.000000,0.190394,0.189236,0.189815,0.059776,259200
1963-02-08,0.000000,0.189525,0.188657,0.189525,0.059685,259200
1963-02-11,0.000000,0.189236,0.189236,0.189236,0.059593,43200
1963-02-12,0.000000,0.188079,0.186343,0.187500,0.059047,216000
1963-02-13,0.000000,0.188368,0.187500,0.187500,0.059047,302400
1963-02-14,0.000000,0.189236,0.188079,0.188079,0.059229,302400
1963-02-15,0.000000,0.188079,0.188079,0.188079,0.059229,129600
1963-02-18,0.000000,0.188657,0.187789,0.188657,0.059411,172800
1963-02-19,0.000000,0.187500,0.186921,0.187500,0.059301,172800
1963-02-20,0.000000,0.187500,0.187500,0.187500,0.059301,345600
1963-02-21,0.000000,0.188368,0.187500,0.188368,0.059576,129600
1963-02-25,0.000000,0.188657,0.188079,0.188079,0.059484,172800
1963-02-26,0.000000,0.189815,0.188657,0.189815,0.060034,475200
1963-02-27,0.000000,0.193287,0.189236,0.190972,0.060400,388800
1963-02-28,0.000000,0.190394,0.189815,0.189815,0.060034,86400
1963-03-01,0.000000,0.188079,0.185185,0.185185,0.058569,216000
1963-03-04,0.000000,0.185764,0.184028,0.185764,0.058752,216000
1963-03-05,0.000000,0.185764,0.185764,0.185764,0.058752,86400
1963-03-06,0.000000,0.184317,0.184028,0.184317,0.058295,86400
1963-03-07,0.000000,0.184606,0.184028,0.184028,0.058203,129600
1963-03-08,0.000000,0.184606,0.183449,0.183449,0.058020,216000
1963-03-11,0.000000,0.184606,0.182870,0.182870,0.057837,172800
1963-03-12,0.000000,0.185185,0.184028,0.184028,0.058203,172800
1963-03-13,0.000000,0.186921,0.185764,0.186921,0.059118,259200
1963-03-14,0.000000,0.186921,0.185185,0.185764,0.058752,518400
1963-03-15,0.000000,0.189815,0.186343,0.189815,0.060034,777600
1963-03-18,0.000000,0.190394,0.188657,0.190394,0.060217,302400
1963-03-19,0.000000,0.189815,0.187500,0.187500,0.059301,216000
1963-03-20,0.000000,0.189815,0.188657,0.189236,0.059850,302400
1963-03-21,0.000000,0.190394,0.188079,0.188079,0.059484,172800
1963-03-22,0.000000,0.189236,0.186921,0.186921,0.059118,604800
1963-03-25,0.000000,0.186343,0.185185,0.185185,0.058569,388800
1963-03-26,0.000000,0.187500,0.185764,0.187500,0.059301,259200
1963-03-27,0.000000,0.192130,0.188657,0.190972,0.060400,691200
1963-03-28,0.000000,0.192130,0.190972,0.190972,0.060400,129600
1963-03-29,0.000000,0.191551,0.190394,0.190394,0.060217,129600
1963-04-01,0.000000,0.191551,0.190972,0.190972,0.060400,129600
1963-04-02,0.000000,0.192130,0.191262,0.192130,0.060766,604800
1963-04-03,0.000000,0.192130,0.191551,0.192130,0.060766,777600
1963-04-04,0.000000,0.192130,0.192130,0.192130,0.060766,345600
1963-04-05,0.000000,0.192130,0.191551,0.191551,0.060583,345600
1963-04-08,0.000000,0.192130,0.190972,0.190972,0.060400,216000
1963-04-09,0.000000,0.191551,0.190394,0.191551,0.060583,345600
1963-04-10,0.000000,0.190104,0.188657,0.189236,0.059850,302400
1963-04-11,0.000000,0.189236,0.188368,0.188657,0.059667,216000
1963-04-15,0.000000,0.188079,0.186343,0.186343,0.058935,259200
1963-04-16,0.000000,0.187500,0.187500,0.187500,0.059301,129600
1963-04-17,0.000000,0.186921,0.184606,0.184606,0.058386,691200
1963-04-18,0.000000,0.184606,0.183449,0.184028,0.058203,604800
1963-04-19,0.000000,0.185185,0.182292,0.185185,0.058569,777600
1963-04-22,0.000000,0.185185,0.180556,0.181713,0.057471,648000
1963-04-23,0.000000,0.186343,0.182870,0.186343,0.058935,2419200
1963-04-24,0.000000,0.186343,0.185185,0.185185,0.058569,518400
1963-04-25,0.000000,0.187211,0.184606,0.187211,0.059210,820800
1963-04-26,0.000000,0.189815,0.187500,0.189815,0.060034,432000
1963-04-29,0.000000,0.193287,0.189815,0.193287,0.061132,388800
1963-04-30,0.000000,0.195023,0.192708,0.192708,0.060949,475200
1963-05-01,0.000000,0.193576,0.190972,0.190972,0.060400,259200
1963-05-02,0.000000,0.192130,0.191840,0.191840,0.060674,388800
1963-05-03,0.000000,0.190972,0.187500,0.189815,0.060034,518400
1963-05-06,0.000000,0.190394,0.189815,0.189815,0.060034,216000
1963-05-07,0.000000,0.190394,0.189815,0.190394,0.060217,216000
1963-05-08,0.000000,0.189236,0.187789,0.188079,0.059484,302400
1963-05-09,0.000000,0.190972,0.188657,0.190972,0.060400,1252800
1963-05-10,0.000000,0.190394,0.189236,0.189815,0.060034,561600
1963-05-13,0.000000,0.189815,0.189236,0.189815,0.060034,259200
1963-05-14,0.000000,0.195891,0.192130,0.195602,0.061864,734400
1963-05-15,0.000000,0.200810,0.195891,0.200810,0.063511,993600
1963-05-16,0.000000,0.206019,0.203704,0.203704,0.064426,1209600
1963-05-17,0.000000,0.207176,0.201389,0.207176,0.065524,777600
1963-05-20,0.000000,0.208333,0.206019,0.208044,0.065799,820800
1963-05-21,0.000000,0.209491,0.206019,0.206597,0.065524,864000
1963-05-22,0.000000,0.208333,0.207176,0.207176,0.065707,432000
1963-05-23,0.000000,0.207176,0.206308,0.206308,0.065432,86400
1963-05-24,0.000000,0.204282,0.199074,0.199074,0.063138,691200
1963-05-27,0.000000,0.197338,0.195023,0.195023,0.061853,604800
1963-05-28,0.000000,0.198495,0.196759,0.198495,0.062954,129600
1963-05-29,0.000000,0.200231,0.199653,0.200231,0.063505,216000
1963-05-31,0.000000,0.202257,0.200810,0.201968,0.064056,302400
1963-06-03,0.000000,0.202546,0.201389,0.201389,0.063872,172800
1963-06-04,0.000000,0.204861,0.201968,0.201968,0.064056,345600
1963-06-05,0.000000,0.203704,0.201968,0.201968,0.064056,129600
1963-06-06,0.000000,0.202546,0.202546,0.202546,0.064239,86400
1963-06-07,0.000000,0.203125,0.201968,0.203125,0.064422,302400
1963-06-10,0.000000,0.204861,0.202546,0.204282,0.064789,302400
1963-06-11,0.000000,0.205729,0.204282,0.204282,0.064789,475200
1963-06-12,0.000000,0.204861,0.204282,0.204572,0.064881,129600
1963-06-13,0.000000,0.206597,0.203704,0.206019,0.065340,907200
1963-06-14,0.000000,0.207465,0.206887,0.207465,0.065799,259200
1963-06-17,0.000000,0.206019,0.206019,0.206019,0.065340,86400
1963-06-18,0.000000,0.207755,0.206597,0.206597,0.065524,216000
1963-06-19,0.000000,0.207465,0.207176,0.207176,0.065707,172800
1963-06-20,0.000000,0.206597,0.201968,0.204861,0.064973,648000
1963-06-21,0.000000,0.207176,0.206019,0.207176,0.065707,345600
1963-06-24,0.000000,0.206019,0.204861,0.204861,0.064973,172800
1963-06-25,0.000000,0.204861,0.203993,0.203993,0.064698,259200
1963-06-26,0.000000,0.203125,0.201389,0.201389,0.063872,259200
1963-06-27,0.000000,0.200231,0.197338,0.197338,0.062587,302400
1963-06-28,0.000000,0.201968,0.199074,0.201968,0.064056,302400
1963-07-01,0.000000,0.201389,0.199074,0.199074,0.063138,259200
1963-07-02,0.000000,0.197917,0.197917,0.197917,0.062771,129600
1963-07-03,0.000000,0.199653,0.197338,0.198495,0.062954,345600
1963-07-05,0.000000,0.201389,0.199942,0.200231,0.063505,259200
1963-07-08,0.000000,0.201389,0.199074,0.201389,0.063872,129600
1963-07-09,0.000000,0.202546,0.202546,0.202546,0.064239,43200
1963-07-10,0.000000,0.201968,0.201389,0.201389,0.063872,86400
1963-07-11,0.000000,0.202546,0.200810,0.202546,0.064239,129600
1963-07-12,0.000000,0.201389,0.200231,0.200231,0.063505,216000
1963-07-15,0.000000,0.203125,0.201968,0.201968,0.064056,129600
1963-07-16,0.000000,0.202546,0.200810,0.202546,0.064239,216000
1963-07-17,0.000000,0.201389,0.201389,0.201389,0.063872,86400
1963-07-18,0.000000,0.201389,0.200231,0.200231,0.063505,172800
1963-07-19,0.000000,0.199653,0.197917,0.197917,0.062771,172800
1963-07-22,0.000000,0.196759,0.193866,0.193866,0.061486,259200
1963-07-23,0.000000,0.196181,0.192708,0.194444,0.061669,302400
1963-07-24,0.000000,0.195023,0.195023,0.195023,0.061853,129600
1963-07-25,0.000000,0.196759,0.196759,0.196759,0.062403,43200
1963-07-26,0.000000,0.195602,0.195602,0.195602,0.062036,172800
1963-07-29,0.000000,0.198495,0.197338,0.198495,0.062954,129600
1963-07-30,0.000000,0.201968,0.200231,0.201968,0.064056,388800
